Player,Pos,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Pick,draft_year,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
Alexander Mattison,RB,71.0,221.0,4.67,35.0,22.0,127.0,7.13,4.29,1.0,102.0,2019.0,23.0,27.0,0.0,173.0,6.4,302.0,59.0,17.0,1412.0,4.7
Travis Homer,RB,70.0,201.0,4.48,39.5,17.0,130.0,7.07,4.31,1.0,204.0,2019.0,24.0,19.0,0.0,186.0,9.8,164.0,70.0,4.0,985.0,6.0
Karan Higdon,RB,69.0,206.0,4.49,34.0,21.0,123.0,0.0,0.0,0.0,0.0,2019.0,15.0,7.0,0.0,43.0,6.1,225.0,67.0,10.0,1180.0,5.2
Justice Hill,RB,70.0,198.0,4.4,40.0,21.0,130.0,0.0,0.0,1.0,113.0,2019.0,22.0,13.0,0.0,68.0,5.2,158.0,92.0,9.0,930.0,5.9
Josh Jacobs,RB,70.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2019.0,33.0,20.0,3.0,247.0,12.4,120.0,59.0,11.0,640.0,5.3
Akrum Wadley,RB,70.0,194.0,4.54,32.0,12.0,0.0,0.0,0.0,0.0,0.0,2018.0,70.0,28.0,3.0,353.0,12.6,252.0,35.0,10.0,1109.0,4.4
Mark Walton,RB,70.0,202.0,4.6,31.5,18.0,118.0,0.0,0.0,1.0,112.0,2018.0,39.0,7.0,0.0,91.0,13.0,56.0,82.0,3.0,428.0,7.6
Chris Warren,RB,74.0,247.0,4.69,33.0,25.0,121.0,6.98,4.18,0.0,0.0,2018.0,33.0,18.0,2.0,229.0,12.7,71.0,41.0,6.0,314.0,4.4
Jordan Wilkins,RB,73.0,216.0,0.0,36.0,16.0,117.0,0.0,4.27,1.0,169.0,2018.0,25.0,26.0,1.0,241.0,9.3,155.0,64.0,9.0,1011.0,6.5
Darrel Williams,RB,72.0,225.0,4.72,32.0,22.0,109.0,0.0,4.21,0.0,0.0,2018.0,63.0,23.0,0.0,331.0,14.4,145.0,77.0,9.0,820.0,5.7
Roc Thomas,RB,70.0,198.0,4.56,35.5,16.0,125.0,0.0,0.0,0.0,0.0,2018.0,19.0,1.0,0.0,19.0,19.0,18.0,12.0,0.0,86.0,4.8
Nick Brossette,RB,71.0,209.0,4.72,35.5,15.0,118.0,7.38,4.44,0.0,0.0,2019.0,15.0,14.0,0.0,78.0,5.6,240.0,50.0,14.0,1039.0,4.3
Rodney Anderson,RB,72.0,224.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,211.0,2019.0,0.0,0.0,0.0,0.0,0.0,11.0,65.0,3.0,119.0,10.8
Ryquell Armstead,RB,71.0,220.0,4.45,30.0,22.0,114.0,7.02,4.29,1.0,140.0,2019.0,15.0,8.0,0.0,52.0,6.5,210.0,75.0,13.0,1098.0,5.2
Alex Barnes,RB,72.0,226.0,4.59,38.5,34.0,126.0,6.95,4.1,0.0,0.0,2019.0,30.0,20.0,0.0,194.0,9.7,256.0,55.0,12.0,1355.0,5.3
Raymond Calais,RB,68.0,188.0,4.42,37.5,20.0,120.0,0.0,0.0,1.0,245.0,2020.0,34.0,10.0,1.0,67.0,6.7,117.0,83.0,6.0,886.0,7.6
Eno Benjamin,RB,69.0,207.0,4.57,39.0,12.0,122.0,6.97,4.25,1.0,222.0,2020.0,72.0,42.0,2.0,347.0,8.3,253.0,33.0,10.0,1083.0,4.3
LeVante Bellamy,RB,69.0,192.0,4.5,39.5,16.0,125.0,0.0,0.0,0.0,0.0,2020.0,11.0,15.0,0.0,55.0,3.7,266.0,75.0,23.0,1472.0,5.5
Salvon Ahmed,RB,71.0,197.0,4.62,34.5,0.0,120.0,0.0,0.0,0.0,0.0,2020.0,23.0,16.0,0.0,84.0,5.3,188.0,89.0,11.0,1020.0,5.4
Cam Akers,RB,70.0,217.0,4.47,35.5,20.0,122.0,0.0,4.42,1.0,52.0,2020.0,44.0,30.0,4.0,225.0,7.5,231.0,50.0,14.0,1144.0,5.0
J.K. Dobbins,RB,69.0,209.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,55.0,2020.0,28.0,23.0,2.0,247.0,10.7,301.0,68.0,21.0,2003.0,6.7
Rico Dowdle,RB,71.0,213.0,4.54,38.0,0.0,127.0,0.0,0.0,0.0,0.0,2020.0,26.0,22.0,0.0,167.0,7.6,106.0,35.0,4.0,498.0,4.7
Clyde Edwards-Helaire,RB,67.0,207.0,4.6,39.5,15.0,123.0,0.0,0.0,1.0,32.0,2020.0,26.0,55.0,1.0,453.0,8.2,215.0,89.0,16.0,1414.0,6.6
Darrynton Evans,RB,70.0,203.0,4.41,37.0,20.0,125.0,0.0,0.0,1.0,93.0,2020.0,58.0,21.0,5.0,198.0,9.4,255.0,87.0,18.0,1479.0,5.8
AJ Dillon,RB,72.0,247.0,4.53,41.0,23.0,131.0,7.19,0.0,1.0,62.0,2020.0,42.0,13.0,1.0,195.0,15.0,318.0,61.0,14.0,1685.0,5.3
DeeJay Dallas,RB,70.0,217.0,4.58,33.5,0.0,119.0,7.18,4.32,1.0,144.0,2020.0,42.0,14.0,2.0,140.0,10.0,114.0,62.0,8.0,693.0,6.1
Miles Sanders,RB,71.0,211.0,4.49,36.0,20.0,124.0,6.89,4.19,1.0,53.0,2019.0,29.0,24.0,0.0,139.0,5.8,219.0,78.0,9.0,1271.0,5.8
Jordan Scarlett,RB,71.0,208.0,4.47,30.0,21.0,116.0,7.37,4.63,1.0,154.0,2019.0,30.0,10.0,0.0,84.0,8.4,131.0,48.0,5.0,776.0,5.9
Lj Scott,RB,72.0,227.0,0.0,33.0,21.0,120.0,7.27,4.34,0.0,0.0,2019.0,32.0,9.0,0.0,97.0,10.8,96.0,43.0,1.0,370.0,9.8
Tony Pollard,RB,72.0,210.0,4.52,35.0,13.0,121.0,0.0,0.0,1.0,128.0,2019.0,44.0,38.0,3.0,444.0,11.7,79.0,41.0,6.0,553.0,7.0
David Montgomery,RB,70.0,222.0,4.63,28.5,15.0,121.0,0.0,0.0,1.0,73.0,2019.0,53.0,22.0,0.0,157.0,7.1,255.0,39.0,13.0,1185.0,4.6
Jalin Moore,RB,70.0,212.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2019.0,14.0,6.0,0.0,40.0,6.7,63.0,81.0,6.0,400.0,6.3
Qadree Ollison,RB,73.0,228.0,4.58,29.5,19.0,114.0,7.53,4.31,1.0,152.0,2019.0,16.0,11.0,0.0,66.0,6.0,194.0,97.0,11.0,1213.0,6.3
Devin Singletary,RB,67.0,203.0,4.66,35.0,15.0,117.0,7.32,4.4,1.0,74.0,2019.0,13.0,6.0,0.0,36.0,6.0,261.0,44.0,22.0,1348.0,5.2
Mike Weber,RB,70.0,211.0,4.47,33.5,22.0,0.0,0.0,0.0,1.0,218.0,2019.0,15.0,21.0,1.0,112.0,5.3,171.0,49.0,5.0,954.0,5.6
Trayveon Williams,RB,68.0,206.0,4.51,33.0,19.0,121.0,7.44,4.44,1.0,182.0,2019.0,38.0,27.0,1.0,277.0,10.3,271.0,93.0,18.0,1760.0,6.5
Benny Snell,RB,70.0,224.0,4.66,29.5,16.0,119.0,7.07,4.33,1.0,122.0,2019.0,28.0,17.0,0.0,105.0,6.2,288.0,52.0,16.0,1434.0,5.0
Kylin Hill,RB,70.0,214.0,4.51,36.0,22.0,122.0,7.13,4.35,1.0,256.0,2021.0,75.0,23.0,1.0,237.0,10.3,15.0,12.0,0.0,58.0,3.9
Kenneth Walker,RB,69.0,211.0,4.38,34.0,0.0,122.0,0.0,0.0,1.0,41.0,2022.0,17.0,13.0,1.0,89.0,6.8,263.0,94.0,18.0,1636.0,6.2
Jaylen Warren,RB,68.0,204.0,4.55,31.5,0.0,119.0,0.0,0.0,0.0,0.0,2022.0,52.0,25.0,0.0,225.0,9.0,256.0,75.0,11.0,1216.0,4.8
Rachaad White,RB,72.0,214.0,4.48,38.0,0.0,125.0,0.0,0.0,1.0,91.0,2022.0,34.0,43.0,1.0,456.0,10.6,182.0,50.0,15.0,1006.0,5.5
ZaQuandre White,RB,72.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,40.0,19.0,3.0,202.0,10.6,88.0,63.0,2.0,583.0,6.6
Zamir White,RB,72.0,214.0,4.4,33.5,0.0,128.0,0.0,0.0,1.0,122.0,2022.0,15.0,9.0,0.0,75.0,8.3,160.0,42.0,11.0,856.0,5.4
Kyren Williams,RB,69.0,194.0,4.65,32.0,0.0,116.0,0.0,0.0,1.0,164.0,2022.0,55.0,42.0,3.0,359.0,8.5,204.0,91.0,14.0,1002.0,4.9
CJ Verdell,RB,68.0,194.0,0.0,29.5,0.0,118.0,0.0,0.0,0.0,0.0,2022.0,20.0,8.0,1.0,74.0,9.3,78.0,77.0,6.0,406.0,5.2
Abram Smith,RB,72.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,14.0,13.0,0.0,75.0,5.8,257.0,75.0,12.0,1601.0,6.2
Isaiah Spiller,RB,72.0,217.0,0.0,30.0,0.0,114.0,0.0,0.0,1.0,123.0,2022.0,19.0,25.0,1.0,189.0,7.6,179.0,67.0,6.0,1011.0,5.6
Pierre Strong,RB,71.0,207.0,4.37,36.0,0.0,124.0,0.0,0.0,1.0,127.0,2022.0,4.0,3.0,0.0,8.0,2.7,13.0,48.0,2.0,138.0,10.6
Chase Brown,RB,70.0,209.0,4.43,40.0,0.0,127.0,0.0,0.0,1.0,163.0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0
Zach Charbonnet,RB,72.0,214.0,4.53,37.0,0.0,122.0,0.0,0.0,1.0,52.0,2023.0,44.0,37.0,0.0,321.0,8.7,195.0,49.0,14.0,1359.0,7.0
Israel Abanikanda,RB,70.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143.0,2023.0,37.0,12.0,1.0,146.0,12.2,239.0,80.0,20.0,1431.0,6.0
Devon Achane,RB,69.0,188.0,4.32,33.0,0.0,0.0,0.0,0.0,1.0,84.0,2023.0,25.0,36.0,3.0,196.0,5.4,196.0,65.0,8.0,1102.0,5.6
Tank Bigsby,RB,72.0,210.0,4.56,32.5,0.0,119.0,0.0,0.0,1.0,88.0,2023.0,37.0,30.0,0.0,180.0,6.0,179.0,50.0,10.0,970.0,5.4
Keaontay Ingram,RB,72.0,221.0,4.53,34.5,0.0,122.0,0.0,0.0,1.0,201.0,2022.0,32.0,22.0,0.0,156.0,7.1,156.0,53.0,5.0,911.0,5.8
Zonovan Knight,RB,71.0,209.0,4.58,31.0,0.0,114.0,0.0,0.0,0.0,0.0,2022.0,38.0,21.0,0.0,156.0,7.4,140.0,46.0,3.0,753.0,5.4
Breece Hall,RB,71.0,217.0,4.39,40.0,0.0,126.0,0.0,0.0,1.0,36.0,2022.0,30.0,36.0,3.0,302.0,8.4,253.0,80.0,20.0,1472.0,5.8
Tyler Goodson,RB,69.0,197.0,4.42,36.5,0.0,123.0,0.0,0.0,0.0,0.0,2022.0,67.0,31.0,1.0,247.0,8.0,256.0,56.0,6.0,1151.0,4.5
Hassan Haskins,RB,74.0,228.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,131.0,2022.0,20.0,18.0,0.0,131.0,7.3,270.0,62.0,20.0,1327.0,4.9
Dameon Pierce,RB,70.0,218.0,4.59,34.5,21.0,119.0,0.0,0.0,1.0,107.0,2022.0,61.0,19.0,3.0,216.0,11.4,100.0,27.0,13.0,574.0,5.7
D'vonte Price,RB,73.0,210.0,4.38,34.0,0.0,119.0,0.0,0.0,0.0,0.0,2022.0,20.0,10.0,0.0,83.0,8.3,129.0,68.0,6.0,682.0,5.3
Ronnie Rivers,RB,68.0,195.0,4.6,36.5,0.0,119.0,0.0,0.0,0.0,0.0,2022.0,61.0,34.0,2.0,364.0,10.7,161.0,64.0,5.0,788.0,4.9
Brian Robinson,RB,74.0,225.0,4.53,30.0,0.0,119.0,0.0,0.0,1.0,98.0,2022.0,51.0,35.0,2.0,296.0,8.5,271.0,63.0,14.0,1343.0,5.0
Sincere McCormick,RB,69.0,205.0,4.6,33.5,0.0,116.0,0.0,0.0,0.0,0.0,2022.0,21.0,22.0,0.0,184.0,8.4,298.0,81.0,15.0,1479.0,5.0
Deneric Prince,RB,72.0,216.0,4.41,35.5,0.0,124.0,0.0,0.0,0.0,0.0,2023.0,19.0,9.0,1.0,84.0,9.3,126.0,84.0,5.0,729.0,5.8
Bijan Robinson,RB,71.0,215.0,4.46,37.0,0.0,124.0,0.0,0.0,1.0,8.0,2023.0,42.0,19.0,2.0,314.0,16.5,258.0,78.0,18.0,1578.0,6.1
Camerun Peoples,RB,73.0,217.0,4.61,37.0,0.0,121.0,0.0,0.0,0.0,0.0,2023.0,12.0,6.0,0.0,43.0,7.2,101.0,73.0,5.0,599.0,5.9
Keaton Mitchell,RB,68.0,179.0,4.37,38.0,0.0,126.0,0.0,0.0,0.0,0.0,2023.0,73.0,27.0,1.0,252.0,9.3,201.0,81.0,14.0,1452.0,7.2
Kendre Miller,RB,71.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,2023.0,21.0,16.0,0.0,116.0,7.3,224.0,75.0,17.0,1399.0,6.2
Deuce Vaughn,RB,65.0,179.0,0.0,35.5,0.0,116.0,0.0,0.0,1.0,212.0,2023.0,80.0,42.0,3.0,378.0,9.0,293.0,88.0,9.0,1558.0,5.3
Sean Tucker,RB,69.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,55.0,36.0,2.0,255.0,7.1,206.0,60.0,11.0,1058.0,5.1
Tyjae Spears,RB,70.0,201.0,0.0,39.0,0.0,125.0,0.0,0.0,1.0,81.0,2023.0,30.0,22.0,2.0,256.0,11.6,229.0,75.0,19.0,1581.0,6.9
Tavion Thomas,RB,72.0,237.0,4.74,30.0,0.0,118.0,0.0,0.0,0.0,0.0,2023.0,18.0,6.0,0.0,43.0,7.2,142.0,36.0,7.0,687.0,4.8
SaRodorick Thompson,RB,72.0,207.0,4.67,32.5,0.0,120.0,7.25,4.7,0.0,0.0,2023.0,30.0,23.0,1.0,119.0,5.2,140.0,36.0,7.0,684.0,4.9
Evan Hull,RB,70.0,209.0,4.47,37.0,0.0,123.0,6.9,4.38,0.0,0.0,2023.0,45.0,55.0,2.0,546.0,9.9,221.0,29.0,5.0,913.0,4.1
Mohamed Ibrahim,RB,68.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,17.0,7.0,0.0,50.0,7.1,320.0,54.0,20.0,1665.0,5.2
Zach Evans,RB,71.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.0,2023.0,13.0,2.0,0.0,15.0,7.5,52.0,18.0,1.0,230.0,4.4
Travis Dye,RB,70.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,19.0,20.0,0.0,194.0,9.7,145.0,36.0,9.0,884.0,6.1
Tiyon Evans,RB,70.0,225.0,4.52,30.5,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,8.0,7.0,0.0,18.0,2.6,83.0,71.0,6.0,525.0,6.3
Jahmyr Gibbs,RB,69.0,199.0,4.36,33.5,0.0,0.0,0.0,0.0,1.0,12.0,2023.0,60.0,44.0,3.0,444.0,10.1,151.0,76.0,7.0,926.0,6.1
Eric Gray,RB,70.0,207.0,0.0,37.5,0.0,118.0,0.0,0.0,1.0,172.0,2023.0,24.0,33.0,0.0,229.0,6.9,213.0,54.0,11.0,1364.0,6.4
DeWayne McBride,RB,70.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,6.0,2.0,0.0,10.0,5.0,233.0,68.0,19.0,1710.0,7.3
Kenny McIntosh,RB,72.0,204.0,4.62,0.0,0.0,0.0,0.0,0.0,1.0,237.0,2023.0,83.0,43.0,2.0,504.0,11.7,150.0,52.0,10.0,829.0,5.5
Roschon Johnson,RB,72.0,219.0,4.58,31.5,0.0,122.0,0.0,0.0,1.0,115.0,2023.0,38.0,14.0,1.0,128.0,9.1,93.0,52.0,5.0,554.0,6.0
Chris Rodriguez Jr.,RB,72.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,17.0,5.0,0.0,41.0,8.2,174.0,72.0,6.0,903.0,5.2
Elijah Mitchell,RB,70.0,201.0,4.38,37.5,17.0,128.0,6.94,4.19,1.0,194.0,2021.0,36.0,16.0,0.0,153.0,9.6,141.0,59.0,8.0,878.0,6.2
Dedrick Mills,RB,69.0,217.0,4.65,32.5,13.0,117.0,7.06,4.35,0.0,0.0,2021.0,15.0,13.0,0.0,84.0,6.5,84.0,50.0,3.0,396.0,4.7
Asim Rose,RB,73.0,215.0,4.51,34.0,24.0,120.0,7.25,4.62,0.0,0.0,2021.0,26.0,10.0,0.0,83.0,8.3,106.0,72.0,2.0,666.0,6.3
Larry Rountree,RB,0.0,0.0,4.62,30.0,0.0,0.0,6.96,0.0,1.0,198.0,2021.0,23.0,15.0,0.0,100.0,6.7,209.0,46.0,14.0,972.0,4.7
Jaret Patterson,RB,66.0,195.0,4.59,30.0,19.0,117.0,7.03,4.35,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,141.0,67.0,19.0,1072.0,7.6
Trey Ragas,RB,70.0,214.0,4.6,33.5,23.0,117.0,7.19,4.5,0.0,0.0,2021.0,25.0,9.0,2.0,106.0,11.8,131.0,47.0,10.0,760.0,5.8
Jerome Ford,RB,71.0,210.0,4.46,31.0,0.0,118.0,0.0,0.0,1.0,156.0,2022.0,34.0,21.0,1.0,220.0,10.5,215.0,79.0,19.0,1319.0,6.1
Jamal Jones,RB,66.0,198.0,4.67,28.0,23.0,112.0,7.39,4.65,0.0,0.0,2021.0,14.0,17.0,0.0,89.0,5.2,130.0,25.0,3.0,576.0,4.4
Jermar Jefferson,RB,70.0,206.0,4.57,31.0,13.0,115.0,7.38,4.38,1.0,257.0,2021.0,20.0,9.0,0.0,67.0,7.4,133.0,82.0,7.0,858.0,6.5
Chuba Hubbard,RB,72.0,210.0,4.48,36.0,20.0,120.0,7.24,4.26,1.0,126.0,2021.0,21.0,8.0,1.0,52.0,6.5,132.0,32.0,5.0,623.0,4.7
Deon Jackson,RB,71.0,218.0,4.41,36.0,18.0,123.0,7.15,4.37,0.0,0.0,2021.0,47.0,10.0,0.0,85.0,8.5,161.0,65.0,5.0,682.0,4.2
Sandon McCoy,RB,70.0,215.0,4.78,32.0,18.0,114.0,7.47,4.56,0.0,0.0,2021.0,0.0,1.0,0.0,0.0,0.0,86.0,16.0,10.0,268.0,3.1
Greg McCrae,RB,69.0,182.0,4.57,37.5,0.0,124.0,6.89,4.34,0.0,0.0,2021.0,15.0,14.0,0.0,98.0,7.0,149.0,54.0,10.0,758.0,5.1
CJ Marable,RB,66.0,195.0,4.59,36.0,17.0,116.0,7.25,4.39,0.0,0.0,2021.0,26.0,31.0,7.0,228.0,7.4,169.0,59.0,12.0,889.0,5.3
Brenden Knox,RB,70.0,215.0,4.67,35.0,23.0,112.0,7.19,4.39,0.0,0.0,2021.0,58.0,7.0,1.0,86.0,12.3,185.0,45.0,9.0,887.0,4.8
Mekhi Sargent,RB,68.0,208.0,4.62,33.5,0.0,114.0,7.08,4.39,0.0,0.0,2021.0,6.0,1.0,0.0,6.0,6.0,76.0,36.0,7.0,432.0,5.7
Kennedy Brooks,RB,71.0,209.0,4.59,31.0,0.0,120.0,0.0,0.0,0.0,0.0,2022.0,25.0,9.0,0.0,73.0,8.1,198.0,65.0,13.0,1253.0,6.3
Tyler Badie,RB,68.0,197.0,4.45,33.5,0.0,121.0,0.0,0.0,1.0,196.0,2022.0,34.0,54.0,4.0,330.0,6.1,268.0,73.0,14.0,1604.0,6.0
Greg Bell,RB,71.0,201.0,0.0,31.0,17.0,120.0,0.0,0.0,0.0,0.0,2022.0,7.0,4.0,0.0,5.0,1.3,246.0,55.0,9.0,1100.0,4.5
Max Borghi,RB,69.0,210.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2022.0,23.0,16.0,0.0,156.0,9.8,160.0,64.0,12.0,880.0,5.5
Tyler Allgeier,RB,71.0,224.0,4.6,33.0,0.0,120.0,0.0,0.0,1.0,151.0,2022.0,46.0,28.0,0.0,199.0,7.1,276.0,67.0,23.0,1606.0,5.8
Pooka Williams,RB,69.0,170.0,4.46,31.5,4.0,118.0,7.03,4.26,0.0,0.0,2021.0,13.0,6.0,0.0,31.0,5.2,51.0,21.0,2.0,196.0,3.8
Javonte Williams,RB,69.0,212.0,4.55,36.0,22.0,123.0,6.97,4.09,1.0,35.0,2021.0,41.0,25.0,3.0,305.0,12.2,157.0,65.0,19.0,1140.0,7.3
Leddie Brown,RB,72.0,213.0,4.64,30.0,0.0,118.0,0.0,0.0,0.0,0.0,2022.0,25.0,36.0,1.0,217.0,6.0,223.0,80.0,13.0,1065.0,4.8
Jerrion Ealy,RB,68.0,189.0,4.52,34.5,0.0,128.0,0.0,0.0,0.0,0.0,2022.0,22.0,32.0,2.0,218.0,6.8,133.0,70.0,5.0,768.0,5.8
Trestan Ebner,RB,71.0,206.0,4.43,30.0,0.0,0.0,0.0,0.0,1.0,203.0,2022.0,61.0,28.0,2.0,284.0,10.1,148.0,58.0,2.0,799.0,5.4
Tyrion Davis-Price,RB,72.0,211.0,4.48,30.0,0.0,117.0,0.0,0.0,1.0,93.0,2022.0,21.0,10.0,0.0,64.0,6.4,211.0,40.0,6.0,1003.0,4.8
Snoop Conner,RB,70.0,222.0,4.59,29.5,25.0,118.0,0.0,0.0,1.0,154.0,2022.0,14.0,14.0,0.0,82.0,5.9,130.0,51.0,13.0,647.0,5.0
James Cook,RB,71.0,199.0,4.42,33.0,0.0,124.0,0.0,0.0,1.0,63.0,2022.0,53.0,27.0,4.0,284.0,10.5,113.0,67.0,7.0,728.0,6.4
Jashaun Corbin,RB,71.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,21.0,25.0,1.0,144.0,5.8,143.0,89.0,7.0,887.0,6.2
Rhamondre Stevenson,RB,71.0,231.0,4.64,31.5,15.0,112.0,7.09,4.15,1.0,120.0,2021.0,45.0,18.0,0.0,211.0,11.7,101.0,50.0,7.0,664.0,6.6
Stevie Scott,RB,72.0,225.0,4.66,31.0,18.0,119.0,7.14,4.57,0.0,0.0,2021.0,20.0,13.0,0.0,86.0,6.6,156.0,22.0,10.0,561.0,3.6
Trey Sermon,RB,72.0,215.0,4.57,37.0,0.0,125.0,6.83,4.28,1.0,88.0,2021.0,34.0,12.0,0.0,95.0,7.9,116.0,65.0,4.0,870.0,7.5
Harry Trotter,RB,68.0,207.0,4.63,32.5,22.0,112.0,0.0,0.0,0.0,0.0,2021.0,12.0,8.0,0.0,34.0,4.3,72.0,24.0,3.0,260.0,3.6
Israel Tucker,RB,67.0,194.0,4.6,38.5,20.0,123.0,7.25,4.52,0.0,0.0,2021.0,17.0,10.0,0.0,59.0,5.9,148.0,31.0,4.0,648.0,4.4
Bo Scarbrough,RB,73.0,228.0,4.52,40.0,14.0,129.0,0.0,4.34,1.0,236.0,2018.0,15.0,17.0,0.0,109.0,6.4,124.0,44.0,8.0,596.0,4.8
Knile Davis,RB,71.0,227.0,4.37,33.5,31.0,121.0,6.96,4.38,1.0,96.0,2013.0,64.0,11.0,1.0,157.0,14.3,112.0,28.0,2.0,377.0,3.4
Montee Ball,RB,70.0,214.0,4.66,32.0,15.0,118.0,6.88,4.4,1.0,58.0,2013.0,16.0,10.0,0.0,72.0,7.2,356.0,67.0,22.0,1830.0,5.1
Kenjon Barner,RB,69.0,196.0,4.52,35.5,20.0,122.0,6.87,4.2,1.0,182.0,2013.0,48.0,20.0,2.0,256.0,12.8,278.0,80.0,21.0,1767.0,6.4
Le'Veon Bell,RB,73.0,230.0,4.6,31.5,24.0,118.0,6.75,4.24,1.0,48.0,2013.0,20.0,32.0,1.0,167.0,5.2,382.0,40.0,12.0,1793.0,4.7
Rex Burkhead,RB,70.0,214.0,4.73,39.0,21.0,125.0,6.85,4.09,1.0,190.0,2013.0,25.0,11.0,2.0,92.0,8.4,98.0,73.0,5.0,675.0,6.9
Robert Turbin,RB,70.0,222.0,4.42,36.0,28.0,122.0,7.16,4.31,1.0,106.0,2012.0,34.0,17.0,4.0,171.0,10.1,249.0,80.0,19.0,1517.0,6.1
Montel Harris,RB,68.0,208.0,4.68,32.5,19.0,113.0,6.95,4.18,0.0,0.0,2013.0,40.0,10.0,0.0,90.0,9.0,186.0,60.0,12.0,1054.0,5.7
Mike James,RB,70.0,223.0,4.53,35.0,28.0,115.0,0.0,4.62,1.0,189.0,2013.0,72.0,30.0,3.0,344.0,11.5,147.0,25.0,6.0,621.0,4.2
Jawan Jamison,RB,67.0,203.0,4.68,29.0,20.0,110.0,0.0,0.0,1.0,228.0,2013.0,34.0,28.0,2.0,323.0,11.5,255.0,64.0,4.0,1075.0,4.2
Stefphon Jefferson,RB,70.0,213.0,4.68,31.0,15.0,117.0,6.97,4.44,0.0,0.0,2013.0,55.0,22.0,1.0,170.0,7.7,375.0,63.0,24.0,1883.0,5.0
D.J. Harper,RB,69.0,211.0,4.52,33.5,23.0,120.0,7.07,4.35,0.0,0.0,2013.0,21.0,23.0,1.0,163.0,7.1,228.0,80.0,15.0,1137.0,5.0
Andre Ellington,RB,69.0,199.0,4.61,34.0,0.0,122.0,0.0,0.0,1.0,187.0,2013.0,52.0,14.0,1.0,232.0,16.6,212.0,68.0,8.0,1081.0,5.1
Johnathan Franklin,RB,70.0,205.0,4.49,31.5,18.0,115.0,6.89,4.31,1.0,125.0,2013.0,40.0,33.0,2.0,323.0,9.8,282.0,78.0,13.0,1734.0,6.1
Mike Gillislee,RB,71.0,208.0,4.55,30.5,15.0,119.0,7.12,4.4,1.0,164.0,2013.0,45.0,16.0,1.0,159.0,9.9,244.0,46.0,10.0,1152.0,4.7
Ray Graham,RB,69.0,199.0,4.8,32.5,18.0,112.0,7.17,4.21,0.0,0.0,2013.0,33.0,36.0,2.0,340.0,9.4,222.0,78.0,11.0,1042.0,4.7
Doug Martin,RB,69.0,223.0,4.46,36.0,28.0,120.0,6.79,4.16,1.0,31.0,2012.0,71.0,28.0,2.0,255.0,9.1,263.0,65.0,16.0,1299.0,4.9
Ronnie Hillman,RB,69.0,200.0,4.42,37.0,17.0,0.0,0.0,0.0,1.0,67.0,2012.0,71.0,24.0,1.0,270.0,11.3,311.0,99.0,19.0,1711.0,5.5
Cyrus Gray,RB,70.0,206.0,4.4,32.5,21.0,114.0,7.17,0.0,1.0,182.0,2012.0,26.0,31.0,3.0,239.0,7.7,198.0,63.0,12.0,1045.0,5.3
Jonas Gray,RB,70.0,223.0,4.58,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2012.0,15.0,6.0,0.0,38.0,6.3,114.0,79.0,12.0,791.0,6.9
Jewel Hampton,RB,69.0,218.0,4.56,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,1.0,0.0,2.0,2.0,13.0,13.0,1.0,42.0,3.2
Chris Rainey,RB,68.0,180.0,4.36,36.5,16.0,120.0,6.5,3.93,1.0,159.0,2012.0,83.0,31.0,2.0,381.0,12.3,171.0,47.0,2.0,861.0,5.0
Trent Richardson,RB,69.0,228.0,4.48,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2012.0,61.0,29.0,3.0,338.0,11.7,283.0,76.0,21.0,1679.0,5.9
