Player,Pos,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Pick,draft_year,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
Kevin Austin Jr.,WR,74.0,200.0,4.43,39.0,0.0,132.0,6.71,4.15,0.0,0.0,2022.0,70.0,48.0,7.0,888.0,18.5,1.0,8.0,0.0,8.0,8.0
Reggie Roberson Jr.,WR,71.0,192.0,0.0,29.0,0.0,114.0,0.0,0.0,0.0,0.0,2022.0,66.0,51.0,6.0,625.0,12.3,0.0,0.0,0.0,0.0,0.0
Drake London,WR,76.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2022.0,44.0,88.0,7.0,1084.0,12.3,1.0,2.0,0.0,2.0,2.0
Danny Gray,WR,72.0,186.0,4.33,34.0,0.0,126.0,0.0,0.0,1.0,105.0,2022.0,68.0,49.0,9.0,803.0,16.4,3.0,27.0,0.0,40.0,13.3
Alec Pierce,WR,75.0,211.0,4.41,40.5,0.0,129.0,7.13,4.28,1.0,53.0,2022.0,53.0,52.0,8.0,884.0,17.0,0.0,0.0,0.0,0.0,0.0
Makai Polk,WR,75.0,195.0,4.59,31.0,0.0,119.0,0.0,4.36,0.0,0.0,2022.0,50.0,105.0,9.0,1046.0,10.0,0.0,0.0,0.0,0.0,0.0
Charleston Rambo,WR,73.0,177.0,4.57,33.5,0.0,118.0,0.0,0.0,0.0,0.0,2022.0,60.0,79.0,7.0,1172.0,14.8,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,68.0,178.0,4.44,34.5,0.0,118.0,0.0,0.0,1.0,43.0,2022.0,79.0,104.0,7.0,1334.0,12.8,7.0,64.0,0.0,111.0,15.9
George Pickens,WR,75.0,195.0,4.47,33.0,0.0,125.0,0.0,0.0,1.0,52.0,2022.0,52.0,5.0,0.0,107.0,21.4,0.0,0.0,0.0,0.0,0.0
Kyle Philips,WR,71.0,189.0,4.58,33.5,0.0,124.0,0.0,0.0,1.0,163.0,2022.0,75.0,59.0,10.0,739.0,12.5,0.0,0.0,0.0,0.0,0.0
Bo Melton,WR,71.0,189.0,4.34,38.0,0.0,121.0,6.98,0.0,1.0,229.0,2022.0,57.0,55.0,3.0,618.0,11.2,9.0,13.0,0.0,51.0,5.7
John Metchie,WR,71.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,2022.0,46.0,96.0,8.0,1142.0,11.9,1.0,8.0,0.0,8.0,8.0
Skyy Moore,WR,70.0,195.0,4.41,34.5,0.0,125.0,7.13,4.32,1.0,54.0,2022.0,74.0,95.0,10.0,1292.0,13.6,1.0,10.0,0.0,10.0,10.0
Jalen Nailor,WR,71.0,186.0,4.5,38.0,0.0,128.0,7.03,4.28,1.0,191.0,2022.0,65.0,37.0,6.0,695.0,18.8,1.0,0.0,0.0,0.0,0.0
Chris Olave,WR,72.0,187.0,4.39,32.0,0.0,124.0,0.0,0.0,1.0,11.0,2022.0,61.0,65.0,13.0,936.0,14.4,0.0,0.0,0.0,0.0,0.0
Josh Downs,WR,69.0,171.0,4.48,38.5,0.0,131.0,0.0,0.0,1.0,79.0,2023.0,43.0,94.0,11.0,1029.0,10.9,0.0,0.0,0.0,0.0,0.0
Jayden Reed,WR,71.0,187.0,4.45,33.5,0.0,121.0,0.0,4.29,1.0,50.0,2023.0,35.0,55.0,5.0,636.0,11.6,4.0,17.0,0.0,11.0,2.8
Rashee Rice,WR,73.0,204.0,4.51,41.0,0.0,128.0,0.0,0.0,1.0,55.0,2023.0,75.0,96.0,10.0,1355.0,14.1,0.0,0.0,0.0,0.0,0.0
