Player,Pos,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Pick,draft_year,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
Seyi Ajirotutu,WR,75.0,204.0,4.6,36.0,14.0,115.0,7.22,4.39,0.0,0.0,2010.0,46.0,49.0,7.0,677.0,13.8,0.0,0.0,0.0,0.0,0.0
Michael Pittman,WR,76.0,223.0,4.52,36.5,13.0,121.0,6.96,4.14,1.0,34.0,2020.0,77.0,101.0,11.0,1275.0,12.6,0.0,0.0,0.0,0.0,0.0
James Proche,WR,71.0,201.0,0.0,34.5,20.0,0.0,7.27,4.4,1.0,201.0,2020.0,52.0,111.0,15.0,1225.0,11.0,4.0,12.0,0.0,18.0,4.5
Jalen Reagor,WR,71.0,206.0,4.47,42.0,17.0,138.0,7.31,4.46,1.0,21.0,2020.0,55.0,43.0,5.0,611.0,14.2,14.0,29.0,0.0,89.0,6.4
Joe Reed,WR,72.0,224.0,4.47,38.0,21.0,123.0,0.0,0.0,1.0,151.0,2020.0,43.0,77.0,7.0,679.0,8.8,8.0,22.0,0.0,42.0,5.3
Kendrick Rogers,WR,76.0,208.0,4.51,35.5,17.0,124.0,7.13,4.48,0.0,0.0,2020.0,23.0,30.0,2.0,351.0,11.7,0.0,0.0,0.0,0.0,0.0
Dezmon Patmon,WR,76.0,225.0,4.48,36.0,15.0,132.0,7.28,4.38,1.0,212.0,2020.0,48.0,58.0,8.0,762.0,13.1,0.0,0.0,0.0,0.0,0.0
K.J. Osborn,WR,71.0,203.0,4.48,37.5,18.0,123.0,7.0,4.35,1.0,176.0,2020.0,32.0,50.0,5.0,547.0,10.9,5.0,5.0,0.0,15.0,3.0
Aaron Parker,WR,74.0,209.0,4.57,26.5,12.0,112.0,6.94,4.23,0.0,0.0,2020.0,38.0,14.0,1.0,208.0,14.9,1.0,0.0,0.0,0.0,0.0
Donovan Peoples-Jones,WR,74.0,212.0,4.48,44.5,0.0,139.0,0.0,0.0,1.0,187.0,2020.0,41.0,34.0,6.0,438.0,12.9,2.0,2.0,0.0,0.0,0.0
Quez Watkins,WR,72.0,185.0,4.35,36.5,0.0,125.0,7.28,4.36,1.0,200.0,2020.0,77.0,64.0,6.0,1178.0,18.4,1.0,1.0,0.0,1.0,1.0
Cody White,WR,75.0,217.0,4.66,35.5,0.0,120.0,7.19,4.52,0.0,0.0,2020.0,49.0,66.0,6.0,922.0,14.0,6.0,13.0,0.0,22.0,3.7
Jeff Thomas,WR,69.0,170.0,4.45,36.5,0.0,125.0,0.0,0.0,0.0,0.0,2020.0,39.0,31.0,3.0,379.0,12.2,7.0,16.0,0.0,41.0,5.9
Darrell Stewart,WR,72.0,212.0,0.0,35.0,15.0,117.0,0.0,0.0,0.0,0.0,2020.0,44.0,49.0,4.0,697.0,14.2,2.0,0.0,0.0,0.0,0.0
Freddie Swain,WR,72.0,197.0,4.46,36.5,16.0,124.0,7.05,4.26,1.0,214.0,2020.0,64.0,38.0,7.0,517.0,13.6,4.0,10.0,0.0,27.0,6.8
Jerry Jeudy,WR,73.0,193.0,4.45,35.0,0.0,120.0,0.0,4.53,1.0,15.0,2020.0,85.0,77.0,10.0,1163.0,15.1,1.0,1.0,0.0,1.0,1.0
K.J. Hill,WR,72.0,196.0,4.6,32.5,17.0,114.0,0.0,0.0,1.0,220.0,2020.0,53.0,57.0,10.0,636.0,11.2,1.0,1.0,0.0,1.0,1.0
Isaiah Hodgins,WR,76.0,210.0,4.61,36.5,9.0,124.0,7.01,4.12,1.0,207.0,2020.0,42.0,86.0,13.0,1171.0,13.6,0.0,0.0,0.0,0.0,0.0
Henry Ruggs III,WR,71.0,188.0,4.27,42.0,0.0,131.0,0.0,0.0,1.0,12.0,2020.0,81.0,40.0,7.0,746.0,18.7,2.0,75.0,1.0,75.0,37.5
Trishton Jackson,WR,73.0,197.0,4.5,36.0,0.0,117.0,0.0,0.0,0.0,0.0,2020.0,85.0,66.0,11.0,1023.0,15.5,2.0,5.0,0.0,3.0,1.5
Van Jefferson,WR,73.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,2020.0,69.0,49.0,6.0,657.0,13.4,1.0,7.0,0.0,7.0,7.0
John Hightower,WR,73.0,189.0,4.43,38.5,0.0,122.0,7.07,4.21,1.0,168.0,2020.0,76.0,51.0,8.0,943.0,18.5,15.0,35.0,0.0,139.0,9.3
Tee Higgins,WR,76.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,2020.0,65.0,59.0,13.0,1167.0,19.8,1.0,36.0,1.0,36.0,36.0
Antonio Gibson,WR,72.0,228.0,4.39,35.0,16.0,118.0,0.0,0.0,1.0,66.0,2020.0,73.0,38.0,8.0,735.0,19.3,33.0,78.0,4.0,369.0,11.2
Stephen Guidry,WR,75.0,201.0,4.47,34.0,0.0,125.0,7.31,4.46,0.0,0.0,2020.0,32.0,30.0,5.0,387.0,12.9,0.0,0.0,0.0,0.0,0.0
KJ Hamler,WR,69.0,178.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,46.0,2020.0,58.0,56.0,8.0,904.0,16.1,13.0,16.0,0.0,43.0,3.3
Jauan Jennings,WR,75.0,215.0,4.72,29.0,0.0,119.0,0.0,0.0,1.0,217.0,2020.0,51.0,59.0,8.0,969.0,16.4,13.0,22.0,1.0,51.0,3.9
Collin Johnson,WR,78.0,222.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,165.0,2020.0,37.0,38.0,3.0,559.0,14.7,0.0,0.0,0.0,0.0,0.0
Austin Mack,WR,73.0,208.0,4.59,31.5,0.0,117.0,0.0,4.42,0.0,0.0,2020.0,38.0,27.0,3.0,361.0,13.4,0.0,0.0,0.0,0.0,0.0
Denzel Mims,WR,75.0,207.0,4.38,38.5,16.0,131.0,6.66,4.43,1.0,59.0,2020.0,46.0,66.0,12.0,1020.0,15.5,0.0,0.0,0.0,0.0,0.0
Darnell Mooney,WR,70.0,176.0,4.38,37.0,9.0,124.0,0.0,0.0,1.0,173.0,2020.0,48.0,48.0,5.0,713.0,14.9,0.0,0.0,0.0,0.0,0.0
Kalija Lipscomb,WR,72.0,207.0,4.57,32.0,16.0,127.0,0.0,0.0,0.0,0.0,2020.0,49.0,47.0,3.0,511.0,10.9,4.0,22.0,0.0,52.0,13.0
Laviska Shenault Jr.,WR,73.0,227.0,4.58,0.0,17.0,0.0,0.0,0.0,1.0,42.0,2020.0,71.0,56.0,4.0,764.0,13.6,23.0,23.0,2.0,161.0,7.0
CeeDee Lamb,WR,74.0,198.0,4.5,34.5,11.0,124.0,0.0,0.0,1.0,17.0,2020.0,71.0,62.0,14.0,1327.0,21.4,9.0,21.0,1.0,20.0,2.2
Antonio Gandy-Golden,WR,76.0,223.0,4.6,36.0,22.0,127.0,7.33,4.55,1.0,142.0,2020.0,73.0,79.0,10.0,1396.0,17.7,0.0,0.0,0.0,0.0,0.0
Simi Fehoko,WR,75.0,222.0,4.44,34.5,16.0,120.0,6.78,4.26,1.0,179.0,2021.0,57.0,37.0,3.0,584.0,15.8,1.0,0.0,0.0,0.0,0.0
Dez Fitzpatrick,WR,73.0,208.0,4.43,35.0,0.0,0.0,7.09,4.26,1.0,109.0,2021.0,82.0,43.0,3.0,833.0,19.4,0.0,0.0,0.0,0.0,0.0
D'Wayne Eskridge,WR,68.0,190.0,4.38,35.0,0.0,124.0,6.93,4.22,1.0,56.0,2021.0,85.0,33.0,8.0,768.0,23.3,2.0,27.0,0.0,43.0,21.5
Brennan Eagles,WR,75.0,225.0,4.55,36.5,0.0,125.0,6.93,4.42,0.0,0.0,2021.0,59.0,28.0,5.0,469.0,16.8,0.0,0.0,0.0,0.0,0.0
Adrian Hardy,WR,73.0,205.0,4.61,37.5,12.0,124.0,6.96,4.5,0.0,0.0,2021.0,32.0,33.0,4.0,440.0,13.3,0.0,0.0,0.0,0.0,0.0
Jaylen Harris,WR,68.0,170.0,4.77,30.5,8.0,109.0,7.37,4.5,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damon Hazelton,WR,0.0,0.0,4.6,37.5,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,33.0,30.0,1.0,397.0,13.2,2.0,3.0,0.0,3.0,1.5
Bailey Gaither,WR,72.0,188.0,4.45,31.0,9.0,121.0,7.07,4.39,0.0,0.0,2021.0,69.0,41.0,4.0,725.0,17.7,0.0,0.0,0.0,0.0,0.0
Trevon Grimes,WR,76.0,220.0,4.49,35.0,15.0,118.0,6.98,4.28,0.0,0.0,2021.0,50.0,38.0,9.0,589.0,15.5,1.0,4.0,0.0,4.0,4.0
Amon-Ra St. Brown,WR,71.0,197.0,4.51,38.5,20.0,127.0,6.88,4.17,1.0,112.0,2021.0,48.0,41.0,7.0,478.0,11.7,0.0,0.0,0.0,0.0,0.0
Josh Blancato,WR,69.0,182.0,4.55,32.0,17.0,124.0,6.9,4.31,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dyami Brown,WR,72.0,189.0,4.46,35.0,18.0,128.0,6.87,4.35,1.0,82.0,2021.0,87.0,54.0,8.0,1084.0,20.1,0.0,0.0,0.0,0.0,0.0
Tarik Black,WR,74.0,213.0,4.54,40.0,15.0,132.0,6.91,4.26,0.0,0.0,2021.0,72.0,10.0,1.0,240.0,24.0,0.0,0.0,0.0,0.0,0.0
Jonathan Adams,WR,74.0,210.0,4.59,39.0,0.0,132.0,7.04,4.38,0.0,0.0,2021.0,52.0,79.0,12.0,1111.0,14.1,0.0,0.0,0.0,0.0,0.0
Kawaan Baker,WR,72.0,210.0,4.44,39.5,21.0,129.0,7.42,4.41,0.0,0.0,2021.0,80.0,50.0,8.0,656.0,13.1,13.0,12.0,0.0,42.0,3.2
Rashod Bateman,WR,72.0,190.0,4.39,36.0,0.0,123.0,0.0,0.0,1.0,27.0,2021.0,39.0,36.0,2.0,472.0,13.1,0.0,0.0,0.0,0.0,0.0
Jaelon Darden,WR,67.0,174.0,4.47,35.5,0.0,122.0,6.66,3.98,1.0,129.0,2021.0,75.0,74.0,19.0,1190.0,16.1,1.0,0.0,0.0,0.0,0.0
Nico Collins,WR,76.0,215.0,4.43,37.5,14.0,125.0,6.78,4.29,1.0,89.0,2021.0,76.0,37.0,7.0,729.0,19.7,0.0,0.0,0.0,0.0,0.0
Damonte Coxie,WR,74.0,198.0,4.77,30.5,4.0,122.0,6.92,4.45,0.0,0.0,2021.0,26.0,16.0,1.0,187.0,11.7,0.0,0.0,0.0,0.0,0.0
Frank Darby,WR,72.0,201.0,4.56,34.5,19.0,117.0,7.05,4.25,1.0,187.0,2021.0,15.0,6.0,1.0,46.0,7.7,0.0,0.0,0.0,0.0,0.0
Jalen Camp,WR,73.0,226.0,4.48,39.5,29.0,125.0,7.0,4.14,0.0,0.0,2021.0,59.0,25.0,4.0,392.0,15.7,0.0,0.0,0.0,0.0,0.0
Ja'Marr Chase,WR,72.0,201.0,4.34,41.0,0.0,132.0,6.96,3.99,1.0,5.0,2021.0,78.0,84.0,20.0,1780.0,21.2,1.0,5.0,0.0,5.0,5.0
Ramaud Chiaokhiao-Bowman,WR,73.0,204.0,4.78,34.5,11.0,119.0,6.78,4.2,0.0,0.0,2021.0,36.0,41.0,5.0,520.0,12.7,1.0,0.0,0.0,0.0,0.0
Terry Godwin,WR,71.0,184.0,4.55,36.5,0.0,117.0,6.96,0.0,1.0,237.0,2019.0,75.0,22.0,3.0,373.0,17.0,0.0,0.0,0.0,0.0,0.0
Emanuel Hall,WR,74.0,201.0,4.39,43.5,15.0,141.0,0.0,0.0,0.0,0.0,2019.0,67.0,37.0,6.0,828.0,22.4,0.0,0.0,0.0,0.0,0.0
Mecole Hardman,WR,70.0,187.0,4.33,36.5,17.0,119.0,0.0,0.0,1.0,56.0,2019.0,59.0,34.0,7.0,532.0,15.6,5.0,30.0,0.0,36.0,7.2
Kelvin Harmon,WR,74.0,221.0,4.6,32.5,18.0,117.0,7.15,4.32,1.0,206.0,2019.0,74.0,74.0,6.0,1086.0,14.7,0.0,0.0,0.0,0.0,0.0
Jovon Durante,WR,71.0,160.0,4.55,31.5,0.0,120.0,7.0,4.31,0.0,0.0,2019.0,55.0,65.0,5.0,873.0,13.4,8.0,13.0,0.0,39.0,4.9
Johnnie Dixon,WR,70.0,201.0,4.41,37.5,16.0,120.0,0.0,4.43,0.0,0.0,2019.0,63.0,42.0,8.0,669.0,15.9,0.0,0.0,0.0,0.0,0.0
Greg Dortch,WR,67.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,54.0,89.0,8.0,1078.0,12.1,5.0,11.0,0.0,20.0,4.0
Keelan Doss,WR,74.0,211.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2019.0,22.0,24.0,0.0,191.0,8.0,0.0,0.0,0.0,0.0,0.0
Travis Fulgham,WR,74.0,215.0,4.58,36.5,15.0,126.0,0.0,0.0,1.0,184.0,2019.0,62.0,63.0,9.0,1083.0,17.2,0.0,0.0,0.0,0.0,0.0
Jazz Ferguson,WR,77.0,227.0,4.45,37.0,8.0,123.0,7.25,4.59,0.0,0.0,2019.0,71.0,4.0,1.0,129.0,32.3,0.0,0.0,0.0,0.0,0.0
N'Keal Harry,WR,74.0,228.0,4.53,38.5,27.0,122.0,0.0,0.0,1.0,32.0,2019.0,61.0,73.0,9.0,1088.0,14.9,7.0,6.0,1.0,10.0,1.4
Felton Davis,WR,75.0,211.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2019.0,37.0,31.0,4.0,474.0,15.3,2.0,48.0,1.0,50.0,25.0
Damarkus Lodge,WR,74.0,202.0,4.55,33.5,11.0,119.0,7.06,4.53,0.0,0.0,2019.0,51.0,64.0,4.0,867.0,13.5,0.0,0.0,0.0,0.0,0.0
Keesean Johnson,WR,73.0,201.0,4.6,30.0,14.0,117.0,7.28,4.23,1.0,174.0,2019.0,45.0,95.0,8.0,1340.0,14.1,4.0,7.0,0.0,14.0,3.5
Lil'Jordan Humphrey,WR,76.0,210.0,4.75,33.5,13.0,119.0,7.09,4.29,0.0,0.0,2019.0,47.0,86.0,9.0,1176.0,13.7,6.0,11.0,1.0,25.0,4.2
Andy Isabella,WR,69.0,188.0,4.31,36.5,15.0,121.0,6.95,4.15,1.0,62.0,2019.0,89.0,101.0,13.0,1697.0,16.8,11.0,17.0,1.0,79.0,7.2
Gary Jennings,WR,73.0,214.0,4.42,37.0,20.0,127.0,7.32,4.15,1.0,120.0,2019.0,75.0,54.0,13.0,917.0,17.0,0.0,0.0,0.0,0.0,0.0
Diontae Johnson,WR,70.0,183.0,4.53,33.5,15.0,123.0,7.09,4.45,1.0,66.0,2019.0,80.0,49.0,8.0,761.0,15.5,2.0,11.0,0.0,17.0,8.5
Terry McLaurin,WR,72.0,208.0,4.35,37.5,18.0,125.0,7.01,4.15,1.0,76.0,2019.0,75.0,35.0,11.0,701.0,20.0,0.0,0.0,0.0,0.0,0.0
Cedrick Wilson,WR,74.0,197.0,4.55,37.0,9.0,121.0,6.89,4.23,1.0,208.0,2018.0,65.0,83.0,7.0,1511.0,18.2,9.0,9.0,0.0,13.0,1.4
Marquez Valdes-Scantling,WR,76.0,206.0,4.37,30.5,15.0,124.0,0.0,0.0,1.0,174.0,2018.0,95.0,53.0,6.0,879.0,16.6,8.0,75.0,1.0,108.0,13.5
James Washington,WR,71.0,213.0,4.54,34.5,14.0,120.0,7.11,4.32,1.0,60.0,2018.0,86.0,74.0,13.0,1549.0,20.9,3.0,11.0,1.0,12.0,4.0
Jester Weah,WR,74.0,211.0,4.43,38.0,15.0,129.0,7.24,4.41,0.0,0.0,2018.0,74.0,41.0,4.0,698.0,17.0,0.0,2.0,0.0,2.0,0.0
Karaun White,WR,73.0,206.0,4.52,33.5,24.0,118.0,7.16,4.57,0.0,0.0,2018.0,76.0,61.0,12.0,1004.0,16.5,0.0,0.0,0.0,0.0,0.0
Jake Wieneke,WR,76.0,221.0,4.67,34.0,9.0,114.0,7.24,4.37,0.0,0.0,2018.0,52.0,8.0,2.0,196.0,24.5,0.0,0.0,0.0,0.0,0.0
Danario Alexander,WR,77.0,215.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,84.0,113.0,14.0,1781.0,15.8,1.0,10.0,0.0,10.0,10.0
Courtland Sutton,WR,75.0,218.0,4.54,35.5,18.0,124.0,6.57,4.11,1.0,40.0,2018.0,62.0,68.0,12.0,1085.0,16.0,1.0,2.0,1.0,2.0,2.0
Auden Tate,WR,77.0,228.0,4.68,31.0,0.0,112.0,0.0,0.0,1.0,253.0,2018.0,51.0,40.0,10.0,548.0,13.7,0.0,0.0,0.0,0.0,0.0
Javon Wims,WR,75.0,215.0,4.53,33.5,0.0,113.0,7.0,0.0,1.0,224.0,2018.0,38.0,46.0,7.0,724.0,15.7,0.0,0.0,0.0,0.0,0.0
Jamal Custis,WR,76.0,214.0,4.5,34.5,0.0,124.0,0.0,0.0,0.0,0.0,2019.0,68.0,51.0,6.0,906.0,17.8,1.0,0.0,0.0,0.0,0.0
Marquise Brown,WR,69.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2019.0,77.0,75.0,10.0,1318.0,17.6,2.0,0.0,0.0,0.0,0.0
Emmanuel Butler,WR,75.0,217.0,0.0,36.0,11.0,115.0,0.0,4.22,0.0,0.0,2019.0,84.0,6.0,2.0,138.0,23.0,0.0,0.0,0.0,0.0,0.0
Hakeem Butler,WR,77.0,227.0,4.48,36.0,18.0,128.0,0.0,0.0,1.0,103.0,2019.0,83.0,60.0,9.0,1318.0,22.0,0.0,0.0,0.0,0.0,0.0
Parris Campbell,WR,72.0,205.0,4.31,40.0,11.0,135.0,0.0,4.03,1.0,59.0,2019.0,71.0,88.0,11.0,983.0,11.2,10.0,78.0,1.0,102.0,10.2
Tyre Brady,WR,75.0,211.0,0.0,32.0,12.0,117.0,0.0,4.25,0.0,0.0,2019.0,50.0,71.0,9.0,1002.0,14.1,1.0,14.0,0.0,14.0,14.0
Miles Boykin,WR,76.0,220.0,4.42,43.5,12.0,140.0,6.77,4.07,1.0,93.0,2019.0,40.0,59.0,8.0,872.0,14.8,0.0,0.0,0.0,0.0,0.0
J.J. Arcega-Whiteside,WR,74.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,2019.0,80.0,62.0,14.0,1040.0,16.8,0.0,0.0,0.0,0.0,0.0
Lynn Bowden,WR,71.0,204.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,80.0,2020.0,39.0,30.0,1.0,348.0,11.6,185.0,61.0,13.0,1468.0,7.9
Lawrence Cager,WR,77.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,52.0,33.0,4.0,476.0,14.4,0.0,0.0,0.0,0.0,0.0
Marquez Callaway,WR,73.0,205.0,4.55,38.0,0.0,126.0,0.0,0.0,0.0,0.0,2020.0,73.0,30.0,6.0,635.0,21.2,0.0,0.0,0.0,0.0,0.0
Quintez Cephus,WR,73.0,202.0,4.73,38.5,23.0,124.0,7.2,4.33,1.0,166.0,2020.0,52.0,59.0,7.0,901.0,15.3,0.0,0.0,0.0,0.0,0.0
Brandon Aiyuk,WR,72.0,205.0,4.5,40.0,11.0,128.0,0.0,0.0,1.0,25.0,2020.0,86.0,65.0,8.0,1192.0,18.3,1.0,6.0,0.0,6.0,6.0
Omar Bayless,WR,73.0,212.0,4.62,36.0,11.0,123.0,7.35,4.5,0.0,0.0,2020.0,92.0,93.0,17.0,1661.0,17.9,0.0,0.0,0.0,0.0,0.0
Devin Duvernay,WR,70.0,200.0,4.39,35.5,0.0,123.0,7.13,4.2,1.0,92.0,2020.0,75.0,106.0,9.0,1386.0,13.1,10.0,13.0,1.0,24.0,2.4
Bryan Edwards,WR,75.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,2020.0,75.0,71.0,6.0,816.0,11.5,2.0,15.0,0.0,22.0,11.0
Chris Finke,WR,69.0,186.0,4.57,40.0,7.0,0.0,0.0,0.0,0.0,0.0,2020.0,54.0,41.0,4.0,456.0,11.1,2.0,7.0,0.0,2.0,1.0
Aaron Fuller,WR,71.0,188.0,4.59,34.0,0.0,118.0,7.14,0.0,0.0,0.0,2020.0,37.0,59.0,6.0,702.0,11.9,0.0,0.0,0.0,0.0,0.0
Isaiah Coulter,WR,74.0,198.0,4.45,36.0,0.0,121.0,7.28,4.62,1.0,171.0,2020.0,51.0,11.0,1.0,205.0,18.6,0.0,0.0,0.0,0.0,0.0
Chase Claypool,WR,76.0,238.0,4.42,40.5,19.0,126.0,0.0,0.0,1.0,49.0,2020.0,47.0,66.0,13.0,1037.0,15.7,0.0,0.0,0.0,0.0,0.0
Tyrie Cleveland,WR,74.0,209.0,4.46,39.5,13.0,126.0,0.0,0.0,1.0,252.0,2020.0,36.0,25.0,1.0,351.0,14.0,0.0,0.0,0.0,0.0,0.0
Gabriel Davis,WR,74.0,216.0,4.54,35.0,14.0,124.0,7.08,4.59,1.0,128.0,2020.0,73.0,72.0,12.0,1241.0,17.2,0.0,0.0,0.0,0.0,0.0
Quartney Davis,WR,73.0,201.0,4.54,35.5,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,29.0,54.0,4.0,616.0,11.4,5.0,18.0,0.0,32.0,6.4
D.K. Metcalf,WR,75.0,228.0,4.33,40.5,27.0,134.0,7.38,4.5,1.0,64.0,2019.0,75.0,26.0,5.0,569.0,21.9,0.0,0.0,0.0,0.0,0.0
David Sills,WR,75.0,211.0,4.57,37.5,14.0,117.0,6.97,4.28,0.0,0.0,2019.0,103.0,65.0,15.0,986.0,34.6,0.0,14.0,0.0,14.0,0.0
Hunter Renfrow,WR,70.0,184.0,4.59,35.0,7.0,116.0,6.8,4.19,1.0,149.0,2019.0,40.0,49.0,1.0,544.0,11.1,0.0,0.0,0.0,0.0,0.0
Riley Ridley,WR,73.0,199.0,4.58,30.5,13.0,124.0,7.22,4.28,1.0,126.0,2019.0,35.0,44.0,9.0,570.0,13.0,0.0,0.0,0.0,0.0,0.0
Deebo Samuel,WR,71.0,214.0,4.48,39.0,15.0,122.0,7.03,4.14,1.0,36.0,2019.0,89.0,62.0,11.0,882.0,14.2,8.0,11.0,0.0,26.0,3.3
Stanley Morgan,WR,72.0,202.0,4.53,38.5,14.0,125.0,6.78,4.13,0.0,0.0,2019.0,67.0,70.0,7.0,1004.0,14.3,1.0,4.0,0.0,4.0,4.0
Jakobi Meyers,WR,74.0,203.0,4.63,37.0,13.0,118.0,7.07,4.23,0.0,0.0,2019.0,39.0,85.0,3.0,951.0,11.2,3.0,3.0,0.0,0.0,0.0
Dillon Mitchell,WR,73.0,197.0,4.46,36.5,12.0,122.0,0.0,4.29,1.0,239.0,2019.0,67.0,75.0,10.0,1184.0,15.8,1.0,5.0,0.0,5.0,5.0
Nyqwan Murray,WR,70.0,191.0,4.63,34.0,8.0,113.0,7.2,4.4,0.0,0.0,2019.0,58.0,54.0,3.0,744.0,13.8,5.0,14.0,0.0,4.0,0.8
Jamarius Way,WR,75.0,215.0,4.63,32.5,16.0,119.0,0.0,4.66,0.0,0.0,2019.0,73.0,61.0,8.0,855.0,14.0,1.0,1.0,0.0,1.0,1.0
Alex Wesley,WR,72.0,190.0,4.45,38.5,13.0,125.0,7.4,4.44,0.0,0.0,2019.0,52.0,5.0,2.0,102.0,20.4,0.0,0.0,0.0,0.0,0.0
Antoine Wesley,WR,76.0,206.0,0.0,37.0,6.0,117.0,7.07,4.26,0.0,0.0,2019.0,66.0,88.0,9.0,1410.0,16.0,1.0,0.0,0.0,0.0,0.0
Cody Thompson,WR,73.0,205.0,4.57,38.5,19.0,119.0,6.87,4.03,0.0,0.0,2019.0,38.0,48.0,10.0,647.0,13.5,0.0,0.0,0.0,0.0,0.0
Darius Slayton,WR,73.0,190.0,4.39,40.5,11.0,135.0,7.0,4.15,1.0,171.0,2019.0,74.0,35.0,5.0,670.0,19.1,0.0,0.0,0.0,0.0,0.0
Isaiah Weston,WR,76.0,214.0,4.42,40.0,20.0,135.0,0.0,0.0,0.0,0.0,2022.0,11.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
Jameson Williams,WR,74.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2022.0,94.0,79.0,15.0,1572.0,19.9,3.0,18.0,0.0,23.0,7.7
Garrett Wilson,WR,72.0,183.0,4.38,36.0,0.0,123.0,0.0,4.36,1.0,10.0,2022.0,77.0,70.0,12.0,1058.0,15.1,4.0,51.0,1.0,76.0,19.0
Jalen Tolbert,WR,73.0,194.0,4.49,36.0,0.0,123.0,7.08,0.0,1.0,88.0,2022.0,68.0,82.0,8.0,1474.0,18.0,0.0,0.0,0.0,0.0,0.0
Braylon Sanders,WR,72.0,194.0,4.48,34.5,0.0,121.0,0.0,0.0,0.0,0.0,2022.0,68.0,24.0,4.0,549.0,22.9,1.0,6.0,0.0,6.0,6.0
Khalil Shakir,WR,72.0,196.0,4.43,34.5,0.0,124.0,7.28,4.21,1.0,148.0,2022.0,69.0,77.0,7.0,1117.0,14.5,21.0,33.0,0.0,130.0,6.2
Tyquan Thornton,WR,74.0,181.0,4.28,36.5,0.0,130.0,0.0,0.0,1.0,50.0,2022.0,75.0,62.0,10.0,948.0,15.3,1.0,0.0,0.0,0.0,0.0
Jason Brownlee,WR,74.0,198.0,4.59,39.5,16.0,131.0,0.0,0.0,0.0,0.0,2023.0,76.0,55.0,8.0,891.0,16.2,0.0,0.0,0.0,0.0,0.0
Jacob Copeland,WR,71.0,201.0,4.42,33.0,20.0,127.0,7.01,4.47,0.0,0.0,2023.0,45.0,26.0,2.0,376.0,14.5,1.0,0.0,0.0,0.0,0.0
Derius Davis,WR,68.0,165.0,4.36,0.0,0.0,0.0,0.0,4.38,1.0,125.0,2023.0,80.0,42.0,5.0,531.0,12.6,3.0,27.0,1.0,30.0,10.0
Nathaniel Dell,WR,68.0,165.0,4.49,0.0,0.0,121.0,0.0,0.0,1.0,69.0,2023.0,63.0,109.0,17.0,1398.0,12.8,4.0,3.0,0.0,9.0,2.3
Jordan Addison,WR,71.0,173.0,4.49,34.0,0.0,122.0,0.0,0.0,1.0,23.0,2023.0,75.0,59.0,8.0,875.0,14.8,4.0,17.0,0.0,33.0,8.3
Kayshon Boutte,WR,71.0,195.0,4.5,29.0,0.0,118.0,0.0,4.25,1.0,187.0,2023.0,53.0,48.0,2.0,538.0,11.2,1.0,41.0,0.0,41.0,41.0
Ronnie Bell,WR,72.0,191.0,4.54,38.5,14.0,120.0,6.98,4.15,1.0,253.0,2023.0,49.0,62.0,4.0,889.0,14.3,3.0,16.0,1.0,23.0,7.7
Jake Bobo,WR,76.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.0,40.0,57.0,7.0,817.0,14.3,0.0,0.0,0.0,0.0,0.0
Justyn Ross,WR,76.0,205.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2022.0,36.0,46.0,3.0,514.0,11.2,0.0,0.0,0.0,0.0,0.0
Demario Douglas,WR,68.0,179.0,4.44,39.5,0.0,134.0,0.0,4.29,0.0,0.0,2023.0,51.0,78.0,6.0,993.0,12.7,5.0,75.0,1.0,105.0,21.0
Velus Jones,WR,72.0,204.0,4.31,33.0,0.0,121.0,0.0,0.0,1.0,71.0,2022.0,72.0,62.0,7.0,807.0,13.0,1.0,15.0,0.0,15.0,15.0
